ID;Numero_Emenda;Autor;Objeto;Destinacao;Valor;Funcao;Subfuncao;Status
"103.08.34.2026";"103.08.34.2026";"Fabio Chirinhan";"Aquisição de drones para mapeamento de áreas de risco e ações de planejamento para prevenção e enfrentamento de desastres.";"Investimento";"20.000,00";"04";"126";"elaboração"
"103.10.34.2026";"103.10.34.2026";"Gabriel de Paula Barbosa";"Aquisição de drones para mapeamento de áreas de risco e ações de planejamento para prevenção e enfrentamento de desastres.";"Investimento";"50.000,00";"04";"126";"elaboração"
"103.12.34.2026";"103.12.34.2026";"Guilherme de Prado Souza";"Aquisição de drones para mapeamento de áreas de risco e ações de planejamento para prevenção e enfrentamento de desastres.";"Investimento";"20.000,00";"04";"126";"elaboração"
"103.14.34.2026";"103.14.34.2026";"Josias Nascimento de Jesus";"Aquisição de drones para mapeamento de áreas de risco e ações de planejamento para prevenção e enfrentamento de desastres.";"Investimento";"100.000,00";"04";"126";"elaboração"
"103.15.34.2026";"103.15.34.2026";"Laércio Patrício de Mendonça";"Aquisição de drones para mapeamento de áreas de risco e ações de planejamento para prevenção e enfrentamento de desastres.";"Investimento";"20.000,00";"04";"126";"elaboração"
"103.19.34.2026";"103.19.34.2026";"Rodrigo Mendes Pascoto";"Aquisição de drones para mapeamento de áreas de risco e ações de planejamento para prevenção e enfrentamento de desastres.";"Investimento";"20.000,00";"04";"126";"elaboração"
"103.20.34.2026";"103.20.34.2026";"Sergio Augusto Fontellas dos Santos";"Aquisição de drones para mapeamento de áreas de risco e ações de planejamento para prevenção e enfrentamento de desastres.";"Investimento";"20.000,00";"04";"126";"elaboração"
"104.03.15.2026";"104.03.15.2026";"Carmônio Gonçalves Bastos";"Auxílio na implementação de políticas públicas visando a excelência na preservação do patrimônio cultural, no estímulo à produção artística e na garantia de acesso aos bens culturais para a população de Osasco em toda a sua diversidade";"Custeio";"20.000,00";"13";"392";"elaboração"
"104.15.15.2026";"104.15.15.2026";"Laércio Patrício de Mendonça";"Auxílio na implementação de políticas públicas visando a excelência na preservação do patrimônio cultural, no estímulo à produção artística e na garantia de acesso aos bens culturais para a população de Osasco em toda a sua diversidade";"Custeio";"20.000,00";"13";"392";"elaboração"
"104.19.15.2026";"104.19.15.2026";"Rodrigo Mendes Pascoto";"Auxílio na implementação de políticas públicas visando a excelência na preservação do patrimônio cultural, no estímulo à produção artística e na garantia de acesso aos bens culturais para a população de Osasco em toda a sua diversidade";"Custeio";"20.000,00";"13";"392";"elaboração"
"104.20.15.2026";"104.20.15.2026";"Sergio Augusto Fontellas dos Santos";"Auxílio na implementação de políticas públicas visando a excelência na preservação do patrimônio cultural, no estímulo à produção artística e na garantia de acesso aos bens culturais para a população de Osasco em toda a sua diversidade";"Custeio";"100.000,00";"13";"392";"elaboração"
"105.01.14.2026";"105.01.14.2026";"Alexandre de Jesus Capriotti";"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.";"Custeio";"20.000,00";"08";"245";"elaboração"
"105.03.14.2026";"105.03.14.2026";"Carmônio Gonçalves Bastos";"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.";"Custeio";"20.000,00";"08";"245";"elaboração"
"105.06.14.2026";"105.06.14.2026";"Elsa Natal de Oliveira";"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.";"Custeio";"20.000,00";"08";"245";"elaboração"
"105.08.14.2026";"105.08.14.2026";"Fabio Chirinhan";"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.";"Custeio";"20.000,00";"08";"245";"elaboração"
"105.12.14.2026";"105.12.14.2026";"Guilherme de Prado Souza";"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.";"Custeio";"20.000,00";"08";"245";"elaboração"
"105.14.14.2026";"105.14.14.2026";"Josias Nascimento de Jesus";"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.";"Custeio";"100.000,00";"08";"245";"elaboração"
"105.15.14.2026";"105.15.14.2026";"Laércio Patrício de Mendonça";"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.";"Custeio";"20.000,00";"08";"245";"elaboração"
"105.19.14.2026";"105.19.14.2026";"Rodrigo Mendes Pascoto";"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.";"Custeio";"20.000,00";"08";"245";"elaboração"
"105.20.14.2026";"105.20.14.2026";"Sergio Augusto Fontellas dos Santos";"Implantação da Comunidade Terapêutica Acolhedora, rotina terapêutica e socioeducativa, mediação familiar e reinserção social.";"Custeio";"20.000,00";"08";"245";"elaboração"
"106.02.09.2026";"106.02.09.2026";"Batista de Sousa Moreira";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"100.000,00";"10";"303";"elaboração"
"106.03.09.2026";"106.03.09.2026";"Carmônio Gonçalves Bastos";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"146.324,60";"10";"303";"elaboração"
"106.04.09.2026";"106.04.09.2026";"Délbio Camargo Teruel";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"151.668,85";"10";"303";"elaboração"
"106.05.09.2026";"106.05.09.2026";"Elania Silva de Lima";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"151.668,85";"10";"303";"elaboração"
"106.06.09.2026";"106.06.09.2026";"Elsa Natal de Oliveira";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"120.000,00";"10";"303";"elaboração"
"106.08.09.2026";"106.08.09.2026";"Fabio Chirinhan";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"120.000,00";"10";"303";"elaboração"
"106.09.09.2026";"106.09.09.2026";"Francisca Jenilúcia Ribeiro de Andrade";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"120.000,00";"10";"303";"elaboração"
"106.11.09.2026";"106.11.09.2026";"Gilmeiron Medeiros";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"110.000,00";"10";"303";"elaboração"
"106.12.09.2026";"106.12.09.2026";"Guilherme de Prado Souza";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"110.000,00";"10";"303";"elaboração"
"106.14.09.2026";"106.14.09.2026";"Josias Nascimento de Jesus";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"151.668,85";"10";"303";"elaboração"
"106.15.09.2026";"106.15.09.2026";"Laércio Patrício de Mendonça";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"161.668,85";"10";"303";"elaboração"
"106.17.09.2026";"106.17.09.2026";"Pedrinho Cantagessi Vitoriano";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"150.000,00";"10";"303";"elaboração"
"106.18.09.2026";"106.18.09.2026";"Ralfi Rafael da Silva";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"100.000,00";"10";"303";"elaboração"
"106.19.09.2026";"106.19.09.2026";"Rodrigo Mendes Pascoto";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"100.000,00";"10";"303";"elaboração"
"106.20.09.2026";"106.20.09.2026";"Sergio Augusto Fontellas dos Santos";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"100.000,00";"10";"303";"elaboração"
"106.21.09.2026";"106.21.09.2026";"Stephane Carolina Rossi de Almeida Magdesian";"Aquisição de equipamentos e insumos para aprimorar o atendimento do Ambulatório de Estomaterapia";"Custeio";"107.000,00";"10";"303";"elaboração"
"107.03.12.2026";"107.03.12.2026";"Carmônio Gonçalves Bastos";"Execução de ações socioesportivas voltadas à inclusão e ao desenvolvimento integral de crianças e adolescentes, por meio de prática orientada do voleibol";"Custeio";"150.000,00";"27";"812";"elaboração"
"107.08.12.2026";"107.08.12.2026";"Fabio Chirinhan";"Execução de ações socioesportivas voltadas à inclusão e ao desenvolvimento integral de crianças e adolescentes, por meio de prática orientada do voleibol";"Custeio";"250.000,00";"27";"812";"elaboração"
"108.01.12.2026";"108.01.12.2026";"Alexandre de Jesus Capriotti";"Manutenção e melhoria no estádio José Liberatti";"Custeio";"50.000,00";"27";"812";"elaboração"
"108.03.12.2026";"108.03.12.2026";"Carmônio Gonçalves Bastos";"Manutenção e melhoria no estádio José Liberatti";"Custeio";"21.668,85";"27";"812";"elaboração"
"108.06.12.2026";"108.06.12.2026";"Elsa Natal de Oliveira";"Manutenção e melhoria no estádio José Liberatti";"Custeio";"30.000,00";"27";"812";"elaboração"
"108.08.12.2026";"108.08.12.2026";"Fabio Chirinhan";"Manutenção e melhoria no estádio José Liberatti";"Custeio";"30.000,00";"27";"812";"elaboração"
"108.09.12.2026";"108.09.12.2026";"Francisca Jenilúcia Ribeiro de Andrade";"Manutenção e melhoria no estádio José Liberatti";"Custeio";"140.000,00";"27";"812";"elaboração"
"108.10.12.2026";"108.10.12.2026";"Gabriel de Paula Barbosa";"Manutenção e melhoria no estádio José Liberatti";"Custeio";"108.331,15";"27";"812";"elaboração"
"108.11.12.2026";"108.11.12.2026";"Gilmeiron Medeiros";"Manutenção e melhoria no estádio José Liberatti";"Custeio";"65.000,00";"27";"812";"elaboração"
"108.12.12.2026";"108.12.12.2026";"Guilherme de Prado Souza";"Manutenção e melhoria no estádio José Liberatti";"Custeio";"55.000,00";"27";"812";"elaboração"
"109.01.12.2026";"109.01.12.2026";"Alexandre de Jesus Capriotti";"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol";"Custeio";"20.000,00";"27";"812";"elaboração"
"109.03.12.2026";"109.03.12.2026";"Carmônio Gonçalves Bastos";"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol";"Custeio";"15.000,00";"27";"812";"elaboração"
"109.06.12.2026";"109.06.12.2026";"Elsa Natal de Oliveira";"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol";"Custeio";"10.000,00";"27";"812";"elaboração"
"109.08.12.2026";"109.08.12.2026";"Fabio Chirinhan";"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol";"Custeio";"10.000,00";"27";"812";"elaboração"
"109.09.12.2026";"109.09.12.2026";"Francisca Jenilúcia Ribeiro de Andrade";"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol";"Custeio";"10.000,00";"27";"812";"elaboração"
"109.11.12.2026";"109.11.12.2026";"Gilmeiron Medeiros";"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol";"Custeio";"15.000,00";"27";"812";"elaboração"
"109.12.12.2026";"109.12.12.2026";"Guilherme de Prado Souza";"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol";"Custeio";"20.000,00";"27";"812";"elaboração"
"109.15.12.2026";"109.15.12.2026";"Laércio Patrício de Mendonça";"Tem como objetivo promover a qualidade de vida, desenvolvimento esportivo, social e educacional de crianças e adolescentes por meio de treinamentos regulares de futebol";"Custeio";"100.000,00";"27";"812";"elaboração"
"110.01.12.2026";"110.01.12.2026";"Alexandre de Jesus Capriotti";"Proporocionar atividades desportivas para crianças";"Custeio";"50.000,00";"27";"812";"elaboração"
"110.03.12.2026";"110.03.12.2026";"Carmônio Gonçalves Bastos";"Proporocionar atividades desportivas para crianças";"Custeio";"20.000,00";"27";"812";"elaboração"
"110.11.12.2026";"110.11.12.2026";"Gilmeiron Medeiros";"Proporocionar atividades desportivas para crianças";"Custeio";"30.000,00";"27";"812";"elaboração"
"110.12.12.2026";"110.12.12.2026";"Guilherme de Prado Souza";"Proporocionar atividades desportivas para crianças";"Custeio";"50.000,00";"27";"812";"elaboração"
"110.15.12.2026";"110.15.12.2026";"Laércio Patrício de Mendonça";"Proporocionar atividades desportivas para crianças";"Custeio";"201.668,85";"27";"812";"elaboração"
"111.01.12.2026";"111.01.12.2026";"Alexandre de Jesus Capriotti";"Organização e execução de campeonatos de futebol de campo masculino";"Custeio";"10.000,00";"27";"812";"elaboração"
"111.03.12.2026";"111.03.12.2026";"Carmônio Gonçalves Bastos";"Organização e execução de campeonatos de futebol de campo masculino";"Custeio";"30.000,00";"27";"812";"elaboração"
"111.06.12.2026";"111.06.12.2026";"Elsa Natal de Oliveira";"Organização e execução de campeonatos de futebol de campo masculino";"Custeio";"11.668,85";"27";"812";"elaboração"
"111.08.12.2026";"111.08.12.2026";"Fabio Chirinhan";"Organização e execução de campeonatos de futebol de campo masculino";"Custeio";"60.000,00";"27";"812";"elaboração"
"111.09.12.2026";"111.09.12.2026";"Francisca Jenilúcia Ribeiro de Andrade";"Organização e execução de campeonatos de futebol de campo masculino";"Custeio";"100.000,00";"27";"812";"elaboração"
"111.10.12.2026";"111.10.12.2026";"Gabriel de Paula Barbosa";"Organização e execução de campeonatos de futebol de campo masculino";"Custeio";"88.311,15";"27";"812";"elaboração"
"111.11.12.2026";"111.11.12.2026";"Gilmeiron Medeiros";"Organização e execução de campeonatos de futebol de campo masculino";"Custeio";"100.000,00";"27";"812";"elaboração"
"111.12.12.2026";"111.12.12.2026";"Guilherme de Prado Souza";"Organização e execução de campeonatos de futebol de campo masculino";"Custeio";"50.000,00";"27";"812";"elaboração"
"112.17.15.2026";"112.17.15.2026";"Pedrinho Cantagessi Vitoriano";"Contratação de Artista ou coletivo artistico para realização de mural de grafite para transformar ponte em marco artístico fomentando turismo cultural.";"Custeio";"300.000,00";"13";"392";"viabilização"
"113.17.34.2026";"113.17.34.2026";"Pedrinho Cantagessi Vitoriano";"Aquisição de equipamentos, feramentas e EPIs destinados a atividades de salvamento terrestre e desastres naturais";"AMBOS";"100.000,00";"";"";"Não Inciada"
"114.18.30.2026";"114.18.30.2026";"Ralfi Rafael da Silva";"Promover o desenvolvimento integral de crianças, jovens e adolescentes com síndrome de down e TEA, utilizando a capoeira como ferramenta de inclusão, saúde e cultura";"CUSTEIO";"90.000,00";"";"";"Não Inciada"
"115.10.15.2026";"115.10.15.2026";"Gabriel de Paula Barbosa";"Implantação de elevador de acessibilidade na escola de Xadrez localizada na escola de artes Cesar Antonio Salvi";"AMBOS";"120.000,00";"";"";"Não Inciada"
"116.18.12.2026";"116.18.12.2026";"Ralfi Rafael da Silva";"Dar melhores condições para as equipes que representam a cidade de Osasco em modalidades esportivas";"CUSTEIO";"20.000,00";"";"";"Não Inciada"
"117.20.11.2026";"117.20.11.2026";"Sergio Augusto Fontellas dos Santos";"Ações de gestão de resíduos sólidos e educação ambiental. coleta seletiva, manejo de resíduos reciclaveis, limpeza urbana, varrição de vias públicas e ações de conscientização ambiental.";"AMBOS";"300.000,00";"";"";"Não Inciada"
"118.20.02.2026";"118.20.02.2026";"Sergio Augusto Fontellas dos Santos";"Financiar aquisição de equipamentos e manutenção geral dos serviços de bombeiros";"INVESTIMENTO";"66.668,85";"";"";"Não Inciada"
"119.20.14.2026";"119.20.14.2026";"Sergio Augusto Fontellas dos Santos";"Ações de promoção da igualdade de direitos e autonomia e economia das mulheres (16+) em situação de vulnerabilidade por meio e cursos de capacitação empreendedorismo e desenolvimento pessoal";"CUSTEIO";"150.000,00";"";"";"Não Inciada"
"120.20.12.2026";"120.20.12.2026";"Sergio Augusto Fontellas dos Santos";"Melhores condições para equipes esportivas que representam o municipio de Osasco, subsídio de trasnsporte, materiais esportivos, premiação, alimentação, compra de material de consumo e material permanente.";"CUSTEIO";"200.000,00";"";"";"Não Inciada"
"121.01.17.2026";"121.01.17.2026";"Alexandre de Jesus Capriotti";"Ações de Castração e Microchipagem de animais para controle da população e promoção de bem estar animal.";"CUSTEIO";"161.668,85";"";"";"Não Inciada"
"122.01.12.2026";"122.01.12.2026";"Alexandre de Jesus Capriotti";"Promover inclusão social e desenvolvimento integral de crianças e adolescentes por meio de aulas de Basquete gratuitas.";"CUSTEIO";"100.000,00";"";"";"Não Inciada"
"123.01.12.2026";"123.01.12.2026";"Alexandre de Jesus Capriotti";"Melhores condições para equipes esportivas que representam o municipio de Osasco, subsídio de trasnsporte, materiais esportivos, premiação, alimentação, compra de material de consumo e material permanente.";"CUSTEIO";"25.000,00";"";"";"Não Inciada"
"124.01.15.2026";"124.01.15.2026";"Alexandre de Jesus Capriotti";"Comunicação visual para demandas de aquisição, instalação de faixas, banners, adesivos e demendas do bem estar animal.";"CUSTEIO";"300.000,00";"";"";"Não Inciada"
"125.05.17.2026";"125.05.17.2026";"Elania Silva de Lima";"Atendimento e cuidado de animais abrigados na sede da ONG Apata, alimentação, higiene, saúde, bem estar e adoção.";"CUSTEIO";"100.000,00";"";"";"Não Inciada"
"126.19.06.2026";"126.19.06.2026";"Rodrigo Mendes Pascoto";"Manutenção e reforma da sala dos Anjos Mirins para preparação de jovens para o mercado de trabalho";"CUSTEIO";"100.000,00";"";"";"Não Inciada"
"127.03.09.2026";"127.03.09.2026";"Carmônio Gonçalves Bastos";"Tratamento fisioterapêutico aquático acessível utilizando os benefícios da hidroterapia para reabilitação física, melhora da mobilidade, alivio da dor e promoção de bem estar.";"AMBOS";"100.000,00";"";"";"Não Inciada"
"128.03.14.2026";"128.03.14.2026";"Carmônio Gonçalves Bastos";"Serviço de convivêcia e fortalecimento de vínculos para criança e idosos";"CUSTEIO";"100.000,00";"";"";"Não Inciada"
"129.03.12.2026";"129.03.12.2026";"Carmônio Gonçalves Bastos";"Fortalecimento do Judô pela secretaria de Esportes";"AMBOS";"50.000,00";"";"";"Não Inciada"
"130.01.36.2026";"130.01.36.2026";"Alexandre de Jesus Capriotti";"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.";"Custeio";"25.000,00";"14";"244";"elaboração"
"130.02.36.2026";"130.02.36.2026";"Batista de Sousa Moreira";"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.";"Investimento";"25.000,00";"14";"244";"elaboração"
"130.03.36.2026";"130.03.36.2026";"Carmônio Gonçalves Bastos";"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.";"Investimento";"40.000,00";"14";"244";"elaboração"
"130.05.36.2026";"130.05.36.2026";"Elania Silva de Lima";"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.";"Investimento";"55.000,00";"14";"244";"elaboração"
"130.06.36.2026";"130.06.36.2026";"Elsa Natal de Oliveira";"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.";"Custeio";"30.000,00";"14";"244";"elaboração"
"130.07.36.2026";"130.07.36.2026";"Emerson Marcio Vitalino";"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.";"Custeio";"50.000,00";"14";"244";"elaboração"
"130.08.36.2026";"130.08.36.2026";"Fabio Chirinhan";"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.";"Custeio";"20.000,00";"14";"244";"elaboração"
"130.10.36.2026";"130.10.36.2026";"Gabriel de Paula Barbosa";"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.";"Custeio";"20.000,00";"14";"244";"elaboração"
"130.11.36.2026";"130.11.36.2026";"Gilmeiron Medeiros";"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.";"Investimento";"15.000,00";"14";"244";"elaboração"
"130.12.36.2026";"130.12.36.2026";"Guilherme de Prado Souza";"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.";"Custeio";"25.000,00";"14";"244";"elaboração"
"130.15.36.2026";"130.15.36.2026";"Laércio Patrício de Mendonça";"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.";"Custeio";"20.000,00";"14";"244";"elaboração"
"130.16.36.2026";"130.16.36.2026";"Paulo José da Silva Junior";"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.";"Custeio";"25.000,00";"14";"244";"elaboração"
"130.19.36.2026";"130.19.36.2026";"Rodrigo Mendes Pascoto";"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.";"Custeio";"30.000,00";"14";"244";"elaboração"
"130.20.36.2026";"130.20.36.2026";"Sergio Augusto Fontellas dos Santos";"Programas de Fortalecimento de vínculos, parentalidade e convivência intergeracional.";"Custeio";"25.000,00";"14";"244";"elaboração"
"131.03.16.2026";"131.03.16.2026";"Carmônio Gonçalves Bastos";"Aquisição e Implantação de Totens com Câmeras de Segurança";"Investimento";"50.000,00";"04";"126";"elaboração"
"131.08.16.2026";"131.08.16.2026";"Fabio Chirinhan";"Aquisição e Implantação de Totens com Câmeras de Segurança";"Investimento";"50.000,00";"04";"126";"elaboração"
"131.19.16.2026";"131.19.16.2026";"Rodrigo Mendes Pascoto";"Aquisição e Implantação de Totens com Câmeras de Segurança";"Investimento";"50.000,00";"04";"126";"elaboração"
"132.01.12.2026";"132.01.12.2026";"Alexandre de Jesus Capriotti";"Desenvolvimento de atividades de vôlei masculino.";"Investimento";"10.000,00";"27";"811";"elaboração"
"132.01.12.2026";"132.01.12.2026";"Alexandre de Jesus Capriotti";"Desenvolvimento de atividades de vôlei masculino.";"Custeio";"10.000,00";"27";"811";"elaboração"
"132.03.12.2026";"132.03.12.2026";"Carmônio Gonçalves Bastos";"Desenvolvimento de atividades de vôlei masculino.";"Investimento";"10.000,00";"27";"811";"elaboração"
"132.03.12.2026";"132.03.12.2026";"Carmônio Gonçalves Bastos";"Desenvolvimento de atividades de vôlei masculino.";"Custeio";"10.000,00";"27";"811";"elaboração"
"132.08.12.2026";"132.08.12.2026";"Fabio Chirinhan";"Desenvolvimento de atividades de vôlei masculino.";"Investimento";"5.000,00";"27";"811";"elaboração"
"132.08.12.2026";"132.08.12.2026";"Fabio Chirinhan";"Desenvolvimento de atividades de vôlei masculino.";"Custeio";"5.000,00";"27";"811";"elaboração"
"132.09.12.2026";"132.09.12.2026";"Francisca Jenilúcia Ribeiro de Andrade";"Desenvolvimento de atividades de vôlei masculino.";"Investimento";"10.000,00";"27";"811";"elaboração"
"132.09.12.2026";"132.09.12.2026";"Francisca Jenilúcia Ribeiro de Andrade";"Desenvolvimento de atividades de vôlei masculino.";"Custeio";"10.000,00";"27";"811";"elaboração"
"132.10.12.2026";"132.10.12.2026";"Gabriel de Paula Barbosa";"Desenvolvimento de atividades de vôlei masculino.";"Investimento";"10.000,00";"27";"811";"elaboração"
"132.10.12.2026";"132.10.12.2026";"Gabriel de Paula Barbosa";"Desenvolvimento de atividades de vôlei masculino.";"Custeio";"10.000,00";"27";"811";"elaboração"
"132.11.12.2026";"132.11.12.2026";"Gilmeiron Medeiros";"Desenvolvimento de atividades de vôlei masculino.";"Investimento";"5.000,00";"27";"811";"elaboração"
"132.11.12.2026";"132.11.12.2026";"Gilmeiron Medeiros";"Desenvolvimento de atividades de vôlei masculino.";"Custeio";"5.000,00";"27";"811";"elaboração"
"133.01.12.2026";"133.01.12.2026";"Alexandre de Jesus Capriotti";"Fomentar a modalidade natação para crianças e adolescentes.";"Custeio";"30.000,00";"27";"812";"elaboração"
"133.03.12.2026";"133.03.12.2026";"Carmônio Gonçalves Bastos";"Fomentar a modalidade natação para crianças e adolescentes.";"Custeio";"30.000,00";"27";"812";"elaboração"
"133.06.12.2026";"133.06.12.2026";"Elsa Natal de Oliveira";"Fomentar a modalidade natação para crianças e adolescentes.";"Custeio";"60.000,00";"27";"812";"elaboração"
"133.08.12.2026";"133.08.12.2026";"Fabio Chirinhan";"Fomentar a modalidade natação para crianças e adolescentes.";"Custeio";"45.000,00";"27";"812";"elaboração"
"133.09.12.2026";"133.09.12.2026";"Francisca Jenilúcia Ribeiro de Andrade";"Fomentar a modalidade natação para crianças e adolescentes.";"Custeio";"100.000,00";"27";"812";"elaboração"
"133.10.12.2026";"133.10.12.2026";"Gabriel de Paula Barbosa";"Fomentar a modalidade natação para crianças e adolescentes.";"Custeio";"50.000,00";"27";"812";"elaboração"
"133.11.12.2026";"133.11.12.2026";"Gilmeiron Medeiros";"Fomentar a modalidade natação para crianças e adolescentes.";"Custeio";"130.000,00";"27";"812";"elaboração"
"133.12.12.2026";"133.12.12.2026";"Guilherme de Prado Souza";"Fomentar a modalidade natação para crianças e adolescentes.";"Custeio";"55.000,00";"27";"812";"elaboração"
"134.02.12.2026";"134.02.12.2026";"Batista de Sousa Moreira";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Custeio";"8.333,50";"27";"812";"elaboração"
"134.02.12.2026";"134.02.12.2026";"Batista de Sousa Moreira";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Custeio";"8.333,50";"27";"812";"elaboração"
"134.02.12.2026";"134.02.12.2026";"Batista de Sousa Moreira";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Investimento";"8.333,00";"27";"812";"elaboração"
"134.03.12.2026";"134.03.12.2026";"Carmônio Gonçalves Bastos";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Custeio";"16.666,50";"27";"812";"elaboração"
"134.03.12.2026";"134.03.12.2026";"Carmônio Gonçalves Bastos";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Custeio";"16.666,50";"27";"812";"elaboração"
"134.03.12.2026";"134.03.12.2026";"Carmônio Gonçalves Bastos";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Investimento";"16.667,00";"27";"812";"elaboração"
"134.10.12.2026";"134.10.12.2026";"Gabriel de Paula Barbosa";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Custeio";"10.000,00";"27";"812";"elaboração"
"134.10.12.2026";"134.10.12.2026";"Gabriel de Paula Barbosa";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Custeio";"10.000,00";"27";"812";"elaboração"
"134.10.12.2026";"134.10.12.2026";"Gabriel de Paula Barbosa";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Investimento";"10.000,00";"27";"812";"elaboração"
"134.12.12.2026";"134.12.12.2026";"Guilherme de Prado Souza";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Custeio";"16.666,50";"27";"812";"elaboração"
"134.12.12.2026";"134.12.12.2026";"Guilherme de Prado Souza";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Custeio";"16.666,50";"27";"812";"elaboração"
"134.12.12.2026";"134.12.12.2026";"Guilherme de Prado Souza";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Investimento";"16.667,00";"27";"812";"elaboração"
"134.19.12.2026";"134.19.12.2026";"Rodrigo Mendes Pascoto";"Fortalecimento e ampliação das ações realizadas pela Secretaria de Esportes, Recreação e Lazer";"Custeio";"16.666,50";"27";"812";"elaboração"
